i,subset,qa,qs,qn,x,n,n.obs,prior.mean,obs.min,obs.max,posterior.mean,posterior.hdi.low,posterior.hdi.high,obs.range,hdi.range
233,S307,0.1872,0.1172,0.6955,0.3377,8715,5,0.22990246701090075,0.22742398164084912,0.23247274813539873,0.229913397823001,0.22520010500318943,0.234596078014643,0.005048766494549606,0.009395973011453562
234,S308,0.4699,0.47,0.06,0.4308,9147,5,0.6735104405816115,0.6687438504427681,0.6791297693232754,0.6735471842349211,0.6655088230338929,0.6811279249348438,0.010385918880507328,0.015619101900950838
235,S309,0.3826,0.5311,0.0863,0.6884,8324,5,0.7519461797212879,0.7455550216242192,0.757688611244594,0.751933953840582,0.7434862460506299,0.7610439590393472,0.012133589620374807,0.017557712988717333
236,S31,0.7617,3e-04,0.238,0.6173,8327,5,0.7707457667827549,0.7707457667827549,0.7707457667827549,0.7707725374404483,0.7623177803815644,0.7788911951778607,0,0.01657341479629626
237,S310,0.3773,0.1617,0.461,0.0633,6352,5,0.384823677581864,0.38287153652392947,0.3861775818639798,0.38485185740813804,0.3778513543298685,0.3918529778086698,0.0033060453400503564,0.014001623478801295
238,S311,0.2076,0.4059,0.3865,0.2976,8271,5,0.32462821907870876,0.31918752266956835,0.32922258493531614,0.32465045976780105,0.31922692720844115,0.33028437489490003,0.010035062265747796,0.011057447686458888
239,S312,0.5206,0.4283,0.0511,0.4891,7477,5,0.7278587668851143,0.7196736659087869,0.7358566269894342,0.7279088004770717,0.7193360453532028,0.7368208934487949,0.016182961080647318,0.01748484809559203
240,S313,0.0275,0.5637,0.4088,0.6852,7178,5,0.40596266369462247,0.4028977431039287,0.4069378657007523,0.40602803338695603,0.3993692555493805,0.41291001568520147,0.004040122596823625,0.01354076013582095
241,S314,0.4395,0.2754,0.2851,0.4961,9939,5,0.573136130395412,0.5695744038635677,0.5755106147499749,0.5732033275345635,0.5665563928939691,0.5798936262095844,0.005936210886407167,0.013337233315615316
242,S315,0.0617,0.294,0.6443,0.7041,3869,5,0.26890669423623675,0.26208322563970016,0.27526492633755495,0.2689495235556659,0.2619739741398679,0.27669654244651887,0.013181700697854792,0.014722568306650974
243,S316,0.3468,0.0062,0.647,0.6429,4394,5,0.35662266727355485,0.35616750113791534,0.35730541647701414,0.3566262447568644,0.3484662430824784,0.36395555222282616,0.001137915339098794,0.01548930914034774
244,S317,0.5713,0.0719,0.3568,0.39,8460,5,0.6019858156028369,0.5990543735224586,0.6043735224586289,0.6020401493322239,0.5946092396797479,0.6097045924185105,0.005319148936170248,0.015095352738762613
245,S318,0.2824,0.2131,0.5044,0.5072,3010,5,0.3853820598006645,0.3840531561461794,0.386046511627907,0.3854451116580504,0.3755922996750878,0.394995804258817,0.0019933554817275767,0.019403504583729192
246,S319,0.2381,0.3797,0.3822,0.4826,9710,5,0.41711637487126674,0.41246138002059735,0.42018537590113286,0.4172122120453989,0.41142267083637984,0.42324618797182445,0.007723995880535517,0.011823517135444606
247,S32,0.3599,0.357,0.2831,0.6123,9188,5,0.5771223334784501,0.5728123639529822,0.5819547235524597,0.5772136876362935,0.5699695350452311,0.5844017171364758,0.009142359599477512,0.01443218209124475
248,S320,0.3757,0.3062,0.3181,0.7439,9026,5,0.6087524927985819,0.6052514956791492,0.6111234212275648,0.6087211622054338,0.6011707841799797,0.6160879452228412,0.005871925548415646,0.014917161042861449
249,S321,0.373,0.6023,0.0246,0.9914,9034,5,0.9695151649324774,0.9683418197918973,0.9704449856099181,0.9696839689000829,0.9608946947370988,0.979719166985737,0.0021031658180208357,0.018824472248638258
250,S322,0.4553,0.0419,0.5028,0.4953,1893,5,0.4815636555731643,0.47702060221870046,0.485472794506075,0.4816456950204283,0.46769685804887196,0.49638517824041495,0.008452192287374538,0.028688320191542993
251,S323,0.0682,0.184,0.7479,0.9392,1753,5,0.24654877353108956,0.2430119794637764,0.24928693667997717,0.2466658037837098,0.23643871270399341,0.2573493675039039,0.006274957216200777,0.0209106547999105
252,S324,0.1929,0.3834,0.4237,0.5402,9522,5,0.40138626339004413,0.3967653854232304,0.40474690191136314,0.40142327998706284,0.39523922390045474,0.4071784118582621,0.007981516488132723,0.011939187957807351
253,S325,0.4881,0.464,0.0479,0.94,7143,5,0.9214335713285735,0.9183816323673527,0.9232815343693126,0.9216072687863599,0.9105233044110981,0.9314645799226031,0.004899902001959888,0.020941275511505042
254,S326,0.2137,0.3464,0.4399,0.9156,3525,5,0.5262978723404256,0.5239716312056738,0.5290780141843971,0.526307825928525,0.5157880555684452,0.5371500446662489,0.005106382978723345,0.021361989097803735
255,S327,0.5626,0.0987,0.3387,0.5232,5544,5,0.6028499278499279,0.6004689754689755,0.6038961038961039,0.6029606737411783,0.5933254601298154,0.6122727519047828,0.0034271284271284452,0.018947291774967456
256,S328,0.0238,0.3551,0.6211,0.8,5547,5,0.3129619614205877,0.30917613124211285,0.3154858482062376,0.3129098925112365,0.30619611058257545,0.3191017121669326,0.006309716964124745,0.012905601584357163
257,S329,0.2955,0.1482,0.5562,0.2005,5812,5,0.32883688919476944,0.32536132140399177,0.33035099793530626,0.3288427037261126,0.3220823013470915,0.3349679602082055,0.004989676531314491,0.012885658861114035
258,S33,0.2092,0.3235,0.4673,0.8658,9205,5,0.48819120043454645,0.4871265616512765,0.48951656708310703,0.4882559546020581,0.481673839166633,0.49496188347302505,0.002390005431830544,0.013288044306392077
259,S330,0.0986,0.2108,0.6906,0.9296,9852,5,0.30162403572878604,0.30004060089321966,0.3038976857490865,0.3017090219698471,0.2967469036534429,0.30650690583589246,0.0038570848558668325,0.009760002182449545
260,S331,0.4511,0.0587,0.4902,0.7161,4849,5,0.5030315528975047,0.49948442977933594,0.5054650443390389,0.5030521647520386,0.494194204125903,0.5121620849661599,0.005980614559703001,0.01796788084025691
261,S332,0.7713,0.1053,0.1235,0.7639,3630,5,0.8578512396694215,0.8567493112947658,0.8600550964187328,0.8578658264549108,0.843795241530962,0.8707127172203795,0.0033057851239669533,0.02691747568941749
262,S333,0.4971,0.0535,0.4493,0.5263,1925,5,0.5417142857142857,0.5366233766233767,0.5438961038961039,0.5417614153582911,0.5278481055242414,0.5565542962408183,0.0072727272727272085,0.028706190716576874
263,S334,0.0081,0.9236,0.0683,0.3078,4735,5,0.29529039070749735,0.2889123548046463,0.30116156282998946,0.2953043669983055,0.28805747812673155,0.3021461829203069,0.012249208025343183,0.01408870479357538
264,S335,0.4412,0.2903,0.2685,0.9999,6668,5,0.729754049190162,0.729754049190162,0.729754049190162,0.7297631611412173,0.7205554768208167,0.7399772934798039,0,0.019421816658987234
265,S336,0.0171,0.4275,0.5554,0.533,1380,5,0.24333333333333335,0.24057971014492754,0.2463768115942029,0.2434485293100593,0.23205289093119363,0.25576431775309527,0.005797101449275366,0.023711426821901638
266,S337,0.1605,0.5526,0.2869,0.0266,9206,5,0.17473386921572887,0.17282207256137302,0.17651531609819682,0.1748014873335987,0.17095340582155705,0.17874243945280355,0.0036932435368237926,0.0077890336312465
267,S338,0.6198,0.1664,0.2137,0.046,1725,5,0.6124057971014493,0.6110144927536232,0.6144927536231884,0.612482518122047,0.5955033963415081,0.6299023253332849,0.003478260869565264,0.03439892899177688
268,S339,0.1499,0.7503,0.0998,0.4196,9543,5,0.4650529183694855,0.45876558734150685,0.47102588284606517,0.46511636462879347,0.45821012186461396,0.4711871211312172,0.012260295504558316,0.012976999266603229
269,S34,0.4233,0.4282,0.1485,0.6397,9247,5,0.7021304206769763,0.7006596734075916,0.7059586893046393,0.702165668307174,0.6942996470396747,0.7098285619255581,0.005299015897047732,0.015528914885883371
270,S340,0.1963,0.5848,0.2189,0.5826,2359,5,0.5483679525222552,0.5366680796947859,0.5642221280203477,0.5484090009220124,0.5347725586888892,0.56201904738945,0.027554048325561742,0.02724648870056079
271,S341,0.6958,0.0316,0.2726,0.9311,7159,5,0.7271127252409554,0.7264981142617684,0.7278949573962844,0.7271483979257064,0.718202480299275,0.7359577751791487,0.001396843134516046,0.017755294879873706
272,S342,0.3809,0.1593,0.4599,0.4491,7477,5,0.4449645579777986,0.442824662297713,0.44884311889795375,0.44501103357233995,0.4382935233850864,0.45160076386153525,0.006018456600240751,0.013307240476448823
273,S343,0.3102,0.0311,0.6587,0.0179,3077,5,0.3095222619434514,0.309067273318167,0.31036724081897954,0.30960463802143495,0.3003320903867397,0.318336445049055,0.0012999675008125156,0.018004354662315314
274,S344,0.4414,0.4758,0.0828,0.8455,1863,5,0.8462694578636607,0.8378958668813741,0.8513150831991412,0.8464094644764246,0.8287764666005201,0.8652925806882268,0.013419216317767102,0.03651611408770672
275,S345,0.0782,0.2615,0.6602,0.3976,3519,5,0.17902813299232737,0.1693662972435351,0.1844273941460642,0.17907357466969206,0.17286256149537915,0.18543701525194767,0.015061096902529103,0.012574453756568515
276,S346,0.2571,0.4427,0.3002,0.7044,5801,5,0.5683502844337184,0.5630063782106534,0.5736941906567833,0.5684906352862745,0.5598777494877673,0.5774604872212403,0.01068781244612993,0.017582737733473075
277,S347,0.3198,0.0567,0.6235,0.6308,3434,5,0.3628421665695981,0.3605125218404193,0.36604542807221896,0.3628338797691605,0.35436153028383865,0.3724579930939641,0.005532906231799639,0.018096462810125447
278,S348,0.2587,0.2756,0.4657,0.8685,6212,5,0.5089504185447521,0.5057952350289762,0.5144880875724405,0.5090006795382134,0.5008362545504323,0.5172616675813411,0.008692852543464302,0.01642541303090872
279,S349,0.4804,0.1307,0.3888,0.4131,7542,5,0.5424025457438345,0.5393794749403341,0.5452134712277911,0.542484284501921,0.5349403131237185,0.5495741624816222,0.005833996287456955,0.014633849357903683
280,S35,0.1399,0.2513,0.6088,0.0919,9386,5,0.16499041125079905,0.16322181973151503,0.16620498614958448,0.16501637035485492,0.1612657510366009,0.16834368776207065,0.0029831664180694495,0.007077936725469747
281,S350,0.4547,0.5391,0.0062,0.9899,4636,5,0.9871009490940466,0.9855478861087144,0.9887834339948232,0.986790812126776,0.975780294968654,0.9996651103073619,0.0032355478861088027,0.0238848153387079
282,S351,0.72,0.1803,0.0998,0.1757,4661,5,0.7462347135807766,0.7431881570478438,0.7483372666809698,0.7462776660296905,0.7350090941633696,0.7571009212224972,0.005149109633125981,0.0220918270591276
283,S352,0.3857,0.153,0.4614,0.1997,8037,5,0.4188876446435237,0.4179420181659823,0.4201816598233172,0.4189178847203542,0.41268132410219016,0.42548705742260706,0.0022396416573348676,0.012805733320416901
284,S353,0.5366,0.4396,0.0239,0.4513,9984,5,0.7398036858974358,0.7361778846153846,0.7455929487179487,0.7397907703421449,0.7322376003194515,0.7472883771218737,0.009415064102564097,0.015050776802422172
285,S354,0.2353,0.0292,0.7356,0.4586,6800,5,0.2521764705882353,0.2511764705882353,0.2536764705882353,0.2522198130530879,0.24715672510861575,0.2580210873742206,0.0025000000000000022,0.010864362265604832
286,S355,0.2397,0.0942,0.6661,0.9097,4548,5,0.31671064204045735,0.31552330694810904,0.31838170624450307,0.3168041541013898,0.30984167174514876,0.32432294907170556,0.002858399296394032,0.014481277326556796
287,S356,0.3796,0.4871,0.1333,0.477,5358,5,0.6013437849944009,0.5940649496080627,0.6084359835759612,0.6013798214764032,0.5925631675859845,0.6111018070593233,0.014371033967898517,0.01853863947333878
288,S357,0.2486,0.3933,0.358,0.0887,6030,5,0.29187396351575456,0.28872305140961857,0.29519071310116085,0.292012996401431,0.28558794010143085,0.2982534623799702,0.006467661691542281,0.012665522278539343
289,S358,0.0283,0.3237,0.648,0.28,6028,5,0.11469807564698076,0.1121433311214333,0.11894492368944924,0.11475568897188436,0.11113269576725338,0.11867160972654245,0.006801592568015935,0.007538913959289073
290,S359,0.1312,0.3702,0.4986,0.9215,4763,5,0.475960529078312,0.474070963678354,0.4780600461893764,0.4760641336901925,0.4667367033223143,0.48412520851081575,0.003989082511022424,0.017388505188501435
291,S36,0.3952,0.3038,0.301,0.8674,5856,5,0.6612021857923497,0.6586407103825137,0.664275956284153,0.6612411171900192,0.6519420989826755,0.6706348259780585,0.00563524590163933,0.018692726995382936
292,S360,0.1614,0.4832,0.3554,0.9598,1945,5,0.6340359897172236,0.6334190231362468,0.6349614395886889,0.6342922743664728,0.6187044381546885,0.6506483149289598,0.0015424164524421302,0.03194387677427135
293,S361,0.2349,0.5563,0.2088,0.8197,3342,5,0.6859964093357271,0.6795332136445242,0.694494314781568,0.6859915590573187,0.6733448358704313,0.6983749647523357,0.014961101137043742,0.02503012888190448
294,S362,0.4991,0.4838,0.0171,0.1735,9563,5,0.581532991738994,0.5797343929729164,0.584021750496706,0.58152785691834,0.574205757376085,0.5882062154434404,0.0042873575237896144,0.014000458067355392
295,S363,0.4348,0.2452,0.32,0.1081,8215,5,0.46320146074254415,0.46183810103469264,0.46524650030432135,0.4632526401767837,0.4568622536102568,0.4698273176881277,0.0034083992696287146,0.012965064077870903
296,S364,0.0455,0.9215,0.033,0.4205,6565,5,0.43186595582635184,0.4226961157654227,0.4434120335110434,0.4318614691251415,0.42486274605594976,0.43909015018465003,0.020715917745620704,0.014227404128700272
297,S365,0.4952,0.3352,0.1696,0.0667,3690,5,0.5346883468834689,0.5319783197831979,0.5382113821138211,0.5347016639876065,0.5242903171839811,0.5454169675241279,0.006233062330623262,0.021126650340146824
298,S366,0.4491,0.4736,0.0773,0.6352,5609,5,0.755250490283473,0.7477268675343198,0.7602068104831521,0.7552046341620983,0.7443928423459947,0.765825109355142,0.012479942948832257,0.021432267009147354
299,S367,0.595,0.3665,0.0385,0.5138,5509,5,0.785877654746778,0.7812670176075512,0.7903430749682337,0.7858541473044587,0.7751374618400181,0.7963605340724377,0.00907605736068251,0.021223072232419593
300,S368,0.49,0.4569,0.0531,0.5699,4332,5,0.7533702677747,0.7502308402585411,0.7571560480147738,0.753397138022436,0.7412647103020295,0.7641906184458048,0.006925207756232621,0.022925908143775375
301,S369,0.2317,0.3396,0.4287,0.6127,4501,5,0.43572539435680957,0.42879360142190626,0.4399022439457898,0.43578031738543965,0.4272633427625615,0.44431178385574277,0.01110864252388355,0.017048441093181266
302,S37,0.4671,0.002,0.5309,0.8418,6803,5,0.4724092312215199,0.47214464206967516,0.47258562398941645,0.4724418149431643,0.4654538492541316,0.4800229518604606,4.409819197412901e-4,0.014569102606329043
303,S370,0.1922,0.3794,0.4284,0.4622,3331,5,0.36907835484839385,0.3638546982888022,0.37766436505553885,0.3691169761192887,0.3599126230568115,0.37810557927409916,0.013809666766736672,0.01819295621728767
304,S371,0.324,0.1875,0.4885,0.8823,1021,5,0.4703232125367287,0.4642507345739471,0.47698334965719885,0.4704802314508053,0.45186908951897786,0.48960473405000815,0.012732615083251742,0.03773564453103029
305,S372,0.8126,0.0694,0.1181,0.4047,8856,5,0.8413730803974706,0.8401084010840109,0.8419150858175248,0.8414384709933035,0.8330987262807706,0.8505737517284422,0.0018066847335139746,0.017475025447671544
306,S373,0.4906,0.4752,0.0342,0.485,7682,5,0.7168706066128613,0.7114032803957303,0.7209060140588388,0.7168366031086909,0.7083503908385747,0.7253105944411568,0.009502733663108498,0.016960203602582102
307,S374,0.3585,0.285,0.3565,0.5083,6066,5,0.5040224200461589,0.4998351467194197,0.5070886910649522,0.5040198552285058,0.49606593378960484,0.5118729484946943,0.007253544345532548,0.015807014705089495
308,S375,0.3119,0.2029,0.4852,0.6629,6064,5,0.43601583113456466,0.4337071240105541,0.4404683377308707,0.4360550659157138,0.4284242407755554,0.44285190324264634,0.006761213720316572,0.01442766246709093
309,S376,0.3763,0.253,0.3707,0.2887,2111,5,0.46054002842254854,0.4542870677404074,0.46944576030317386,0.4606890994188146,0.44780784874576585,0.47360623615574304,0.015158692562766474,0.025798387409977197
310,S377,0.1083,0.8502,0.0414,0.9014,2770,5,0.8806498194945849,0.871841155234657,0.8935018050541517,0.8807106446066709,0.8648482382096397,0.8972713280792366,0.02166064981949467,0.032423089869596855
311,S378,0.5098,0.4863,0.0039,0.3126,8245,5,0.6675075803517283,0.6636749545178896,0.6737416616130989,0.6674694969458462,0.6592622830075192,0.6756500291770071,0.010066707095209293,0.016387746169487905
312,S379,0.3485,0.4413,0.2102,0.8792,9223,5,0.7393472839640031,0.7366366691965738,0.7409736528244606,0.7394363996146898,0.7311940446227428,0.7477171993029011,0.004336983627886815,0.016523154680158303
313,S38,0.41,0.3682,0.2218,0.4955,1546,5,0.5921086675291074,0.5834411384217335,0.6009055627425615,0.5923205363144826,0.5741653080329863,0.6086915335603068,0.017464424320827954,0.03452622552732054
314,S380,0.0573,0.3923,0.5504,0.816,8040,5,0.37472636815920396,0.37201492537313435,0.3783582089552239,0.37479213591977006,0.3688666144020869,0.3808890351087032,0.006343283582089521,0.0120224207066163
315,S381,0.1537,0.5783,0.268,0.7957,1929,5,0.6023846552617936,0.5982374287195438,0.6086054950751685,0.6025073324322785,0.587622985886882,0.6185398803258849,0.010368066355624705,0.030916894439002918
316,S382,0.6266,0.1572,0.2163,0.9315,4851,5,0.7690373118944547,0.7678829107400535,0.7705627705627706,0.7690704618609312,0.7577393934996279,0.7803208158648204,0.0026798598227170123,0.02258142236519245
317,S383,0.0309,0.4295,0.5396,0.627,1339,5,0.2879761015683346,0.28005974607916356,0.29424943988050783,0.2880035323195852,0.2751631049288371,0.3008938154194376,0.014189693801344272,0.025730710490600495
318,S384,0.1121,0.8785,0.0093,0.1666,3138,5,0.261440407903123,0.2517527087316762,0.2676864244741874,0.2614644669602341,0.2535019073253503,0.2692227074260377,0.01593371574251118,0.015720800100687438
319,S385,0.4262,0.3536,0.2202,0.6484,3214,5,0.6468574984443062,0.6403235843186061,0.6530802738021158,0.6468097153319049,0.6343126575410276,0.6582284027634783,0.012756689483509609,0.023915745222450657
320,S386,0.4883,0.2446,0.2671,0.4713,2502,5,0.6060751398880896,0.6007194244604317,0.6103117505995204,0.6061761359724195,0.5923220212179054,0.6198780857372003,0.00959232613908867,0.02755606451929482
321,S387,0.5496,0.1061,0.3443,0.8855,2063,5,0.6412021328162869,0.6393601551139118,0.6427532719340766,0.6413677992725261,0.6245621093779323,0.6559354086708885,0.0033931168201648543,0.03137329929295618
322,S388,0.3573,0.2735,0.3692,0.7642,7132,5,0.5712002243409983,0.5694054963544588,0.5730510375771172,0.5712091797258426,0.5633196104833067,0.5793035144990776,0.003645541222658366,0.015983904015770878
323,S389,0.1062,0.6277,0.2661,0.8649,8067,5,0.6505516300979298,0.6486922028015372,0.6525350192140821,0.6506416145019294,0.6422607110154622,0.6589253333839764,0.003842816412544914,0.01666462236851418
324,S39,0.4986,0.5001,0.0013,0.0793,4736,5,0.5413851351351351,0.5386402027027027,0.5460304054054054,0.54139344655028665,0.5312645110383208,0.550742889827552,0.007390202702702631,0.0194783787892312
325,S390,0.2511,0.4549,0.294,0.6234,6232,5,0.5255455712451862,0.5165275994865212,0.5359435173299102,0.5255600952842492,0.5173317341160122,0.5339417027104607,0.01941591784338903,0.01660996859444852
326,S391,0.0448,0.4262,0.529,0.4755,5808,5,0.2452823691460055,0.24104683195592286,0.24896694214876033,0.24533708931798365,0.2392704411139761,0.25135104346907133,0.007920110192837476,0.012080602355095227
327,S392,0.8946,0.0919,0.0135,0.9339,2387,5,0.9798072894847089,0.9782153330540427,0.9824046920821115,0.9797305917725518,0.9632237151701228,0.9976966107570504,0.004189359028068718,0.034472895586927566
328,S393,0.2233,0.5134,0.2633,0.6423,4201,5,0.5558676505593906,0.5541537729112116,0.5570102356581766,0.5559428294607586,0.5455719707683713,0.5660291410192484,0.0028564627469650494,0.02045717025087712
329,S394,0.6168,0.3069,0.0763,0.2812,5923,5,0.6967077494512915,0.692723282120547,0.701671450278575,0.696625488909279,0.6875678867083377,0.7064956292464827,0.008948168158028014,0.018927742538144998
330,S395,0.3675,0.1569,0.4756,0.9548,5534,5,0.5215757137694254,0.520057824358511,0.5227683411637152,0.5215872357748703,0.5130069857774416,0.5295560500614708,0.0027105168052041773,0.016549064284029136
331,S396,0.461,0.2638,0.2751,0.3316,7224,5,0.54227574750830565,0.5387596899224806,0.5481727574750831,0.5423988484387783,0.5346377296480438,0.5504473883572134,0.009413067552602516,0.015809658709169616
332,S397,0.2151,0.4831,0.3018,0.9294,2537,5,0.6637761135199054,0.6590461174615688,0.6673236105636579,0.6639315930798428,0.6502777715111675,0.6777285444410235,0.008277493102089029,0.027450772929855982
333,S398,0.618,0.2972,0.0848,0.6905,6039,5,0.8302699122371253,0.8259645636694817,0.8325881768504719,0.8303151396784623,0.8192064184076117,0.8401075049670026,0.006623613180990251,0.020901086559390936
334,S399,0.5776,0.4132,0.0092,0.1642,6149,5,0.6433241177427224,0.6431940152870386,0.643681899495853,0.6433007951091659,0.6339324073288587,0.6524394939847202,4.878842088144042e-4,0.018507086655861538
335,S4,0.3747,0.2432,0.3821,0.5418,8676,5,0.5024435223605348,0.49850161364684187,0.5048409405255878,0.5024213909105694,0.4959151497012001,0.5095031118187228,0.006339326878745943,0.013587962117522667
336,S40,0.198,0.3407,0.4614,0.0216,5654,5,0.20456314113901664,0.20339582596391934,0.20534135125574815,0.2046229022300143,0.19915343954729747,0.21013644543207355,0.0019455252918288146,0.010983005884776076
337,S400,0.0804,0.6022,0.3174,0.3563,9299,5,0.2981180772126035,0.29465533928379395,0.3030433379933326,0.29810025631619214,0.2931911361964209,0.30324036955068956,0.008387998709538658,0.01004923335426866
338,S401,0.2683,0.2886,0.4431,0.9263,6179,5,0.5415115714516913,0.5390839941738146,0.5437773102443761,0.5415613106549061,0.5327907413136206,0.5502150228983913,0.0046933160705615595,0.017424281584770718
339,S402,0.0941,0.4326,0.4733,0.9775,9735,5,0.5263276836158192,0.5256291730868002,0.5268618387262455,0.5263338311616604,0.5197713412702195,0.5329867508712453,0.0012326656394452407,0.01321540960102574
340,S403,0.5131,0.3233,0.1636,0.4658,5243,5,0.6607667366011826,0.6574480259393477,0.6616440968910929,0.660840847186577,0.651285936522004,0.6709431893519922,0.004196070951745234,0.019657252829988203
341,S404,0.2577,0.3635,0.3788,0.306,8092,5,0.3679683638161147,0.3643104300543747,0.370242214532872,0.3679458372686356,0.3620050277627238,0.3743498417914579,0.005931784478497293,0.012344814028734108
342,S405,0.0421,0.3082,0.6497,0.0577,5490,5,0.06087431693989071,0.05919854280510018,0.06302367941712204,0.06089920574663054,0.05805698126334424,0.06387867690634397,0.0038251366120218636,0.005821695642999725
343,S406,0.4367,0.2427,0.3206,0.6392,1284,5,0.5700934579439252,0.5693146417445483,0.5708722741433022,0.5702925666328431,0.55105950553703,0.5884476185648028,0.0015576323987539498,0.037388113027772785
344,S407,0.0304,0.9354,0.0342,0.9019,2205,5,0.8787301587301587,0.8721088435374149,0.8861678004535147,0.8789307276720069,0.8607092615803652,0.896066864956001,0.014058956916099818,0.03535760337563576
345,S408,0.4177,0.3822,0.2002,0.8281,8889,5,0.7385757678029025,0.7340533243334458,0.7417032287096411,0.7385569216390615,0.7304022407194094,0.7472046595412712,0.007649904376195282,0.016802418821861842
346,S409,0.4072,0.342,0.2508,0.5337,8427,5,0.5937344250622998,0.5885843123294173,0.6002135991456035,0.5938281787802132,0.5858337360620864,0.6012369094747313,0.011629286816186135,0.015403173412644855
347,S41,0.266,0.3063,0.4277,0.3089,7081,5,0.3611636774466883,0.3577178364637763,0.3635079790989973,0.3612334726201798,0.3552419081847843,0.36744851713077276,0.005790142635220985,0.012206608945988462
348,S410,0.0871,0.5491,0.3638,0.1491,2921,5,0.17213283122218417,0.17083190688120506,0.17562478603218076,0.1721928632143163,0.16588036007903584,0.17894725469372874,0.004792879150975704,0.013066894614692903
349,S411,0.7374,0.026,0.2366,0.8333,1618,5,0.7609394313967861,0.7595797280593325,0.761433868974042,0.7612667163564486,0.7427513058183404,0.780908982874539,0.001854140914709479,0.03815767705619866
350,S412,0.3586,0.3933,0.2482,0.8672,1453,5,0.6832759807295251,0.6792842395044735,0.6882312456985548,0.6833983802970672,0.6644569644700694,0.7020152378117921,0.008947006194081286,0.03755827334172268
351,S413,0.3736,0.2857,0.3407,0.9738,9884,5,0.6468838526912181,0.645993524888709,0.6480169971671388,0.6469565988013284,0.6399453308171492,0.654491439599372,0.0020234722784298054,0.014546108782222733
352,S414,0.0747,0.626,0.2994,0.0796,6712,5,0.12744338498212157,0.12514898688915377,0.13006555423122765,0.12744400170981351,0.12371551766049893,0.13133768462024697,0.00491656734207388,0.007622166959748045
353,S415,0.3883,0.4782,0.1334,0.8599,9531,5,0.7994124436050781,0.7968733606127374,0.8042178155492603,0.7993864504325711,0.7906958291892267,0.8075102857705612,0.007344454936522915,0.016814456581334514
354,S416,0.3635,0.2865,0.35,0.181,6230,5,0.4086035313001605,0.40513643659711074,0.41123595505617977,0.408649961111404,0.4013370724974904,0.415628762906906,0.006099518459069031,0.01429169040941558
355,S417,0.111,0.4501,0.4389,0.3618,7286,5,0.2725775459785891,0.2703815536645622,0.27408729069448257,0.2727007011554422,0.2672333937503081,0.27800856564126997,0.0037057370299203862,0.010775171890961888
356,S418,0.6583,0.2913,0.0504,0.9843,5441,5,0.945965815107517,0.9443117074067267,0.9465171843411138,0.9459713455068116,0.9341820897400241,0.9581148562207882,0.0022054769343871072,0.023932766480764034
357,S419,0.4961,0.0306,0.4734,0.4463,1793,5,0.5032905744562186,0.5008365867261573,0.5052983825989961,0.5034294130353112,0.4882901199870133,0.5180674227868443,0.004461795872838792,0.02977730279983093
358,S42,0.346,0.4223,0.2317,0.7317,4262,5,0.6490380103237916,0.644298451431253,0.651337400281558,0.6490760986321485,0.6379425353487842,0.6603582034670568,0.007038948850304982,0.022415668118272558
359,S420,0.1853,0.2434,0.5713,0.8578,3506,5,0.3917855105533371,0.38961779806046776,0.39389617798060467,0.39182087763842877,0.38260203240407575,0.40126894836578875,0.00427837992013691,0.018666915961712993
360,S421,0.3213,0.3394,0.3392,0.1618,6985,5,0.37852541159627773,0.3733715103793844,0.38095919828203295,0.37846131222741064,0.37188164995168194,0.3850900148263966,0.007587687902648577,0.013208364874714662
361,S422,0.1889,0.3384,0.4728,0.1882,7885,5,0.25136334812935957,0.24743183259353202,0.2547875713379835,0.2513999680616828,0.24654856777704792,0.2565095835819341,0.007355738744451501,0.009961015804886175
362,S423,0.3676,0.2486,0.3838,0.2056,1433,5,0.4390788555478018,0.4319609211444522,0.44801116538729935,0.439155133935384,0.4244863472546797,0.45517529296139336,0.016050244242847123,0.030688945706713655
363,S424,0.2663,0.1925,0.5412,0.0228,6676,5,0.2643798681845416,0.26288196524865187,0.2657279808268424,0.2644209933839266,0.25903705657876563,0.26988342771783347,0.0028460155781905305,0.010846371139067834
364,S425,0.1609,0.3265,0.5127,0.6878,4542,5,0.3846763540290621,0.380449141347424,0.38771466314398945,0.38478574409948835,0.37625489459537664,0.3923692787221523,0.007265521796565422,0.016114384126775683
365,S426,0.4247,0.1138,0.4614,0.0047,2354,5,0.42667799490229397,0.4260832625318607,0.42778249787595585,0.4267521733909529,0.41427827875770107,0.4384549161624456,0.0016992353440951624,0.024176637404744517
366,S427,0.2225,0.2401,0.5375,0.3824,8069,5,0.3124302887594497,0.30747304498698724,0.3170157392489776,0.3124939409227823,0.3074868960123749,0.31798542585865996,0.009542694261990337,0.010498529846285076
367,S428,0.4013,0.3117,0.2869,0.9745,1779,5,0.7206295671725689,0.7195053400786959,0.7223159078133783,0.7205801502291062,0.7030188258600317,0.7383237378448503,0.0028105677346823565,0.035304911984818554
368,S429,0.0188,0.4589,0.5222,0.7448,8198,5,0.3650646499146133,0.3608197121249085,0.36935838009270555,0.3651003349152621,0.3595566438544332,0.37105218357909653,0.008538667967797064,0.011495539724663328
369,S43,0.4346,0.4551,0.1104,0.9957,4583,5,0.8887628191141174,0.8878463888282784,0.88937377263801,0.8888551187476954,0.8763131579678625,0.9007353361193743,0.0015273838097316084,0.02442217815151182
