i,subset,qa,qs,qn,x,n,n.obs,prior.mean,obs.min,obs.max,posterior.mean,posterior.hdi.low,posterior.hdi.high,obs.range,hdi.range
745,S769,0.3394,0.3132,0.3473,0.2634,9558,5,0.42588407616656204,0.4222640719815861,0.4280184138941201,0.4259431038258473,0.4199445040906875,0.4321279546735868,0.005754341912533989,0.012183450582899269
746,S77,0.0749,0.3808,0.5442,0.749,9115,5,0.3590345584201865,0.3550191991223258,0.36061437191442675,0.35901629494556253,0.3531433417640836,0.3643935053185564,0.005595172792100922,0.011250163554472836
747,S770,0.3268,0.3392,0.334,0.643,2032,5,0.5523622047244094,0.5437992125984252,0.5639763779527559,0.5524363798129454,0.5380757008756759,0.567371131160121,0.020177165354330673,0.029295430284445034
748,S771,0.2307,0.3733,0.396,0.9645,2051,5,0.5829351535836178,0.5787420770355924,0.5865431496830814,0.5832872850178512,0.5678291434736843,0.5975621639880264,0.007801072647488971,0.029733020514342123
749,S772,0.5475,0.3411,0.1114,0.4007,6691,5,0.6835151696308474,0.677776117172321,0.6903302944253474,0.6835160269069249,0.6744501689950771,0.6923911329988092,0.012554177253026433,0.01794096400373202
750,S773,0.1466,0.8271,0.0263,0.0312,9295,5,0.17340505648197957,0.17267348036578806,0.17536309844002151,0.17343480405664194,0.16950219795938537,0.17717851413249108,0.0026896180742334574,0.007676316173105713
751,S774,0.3902,0.2926,0.3172,0.1262,9870,5,0.4258156028368794,0.4227963525835866,0.428774062816616,0.42583209901609437,0.41978492288268066,0.4312994755468095,0.0059777102330293985,0.011514552664128819
752,S775,0.1064,0.5476,0.346,0.8011,8130,5,0.5478474784747848,0.5462484624846249,0.552890528905289,0.5479375382379328,0.5409289437328921,0.5553865327115657,0.006642066420664117,0.014457588978673552
753,S776,0.3413,0.3669,0.2918,0.3089,9917,5,0.4538872642936372,0.4504386407179591,0.4572955530906524,0.4539313290982495,0.4476705537215073,0.4598865778035859,0.0068569123726933134,0.012216024082078558
754,S777,0.3217,0.4824,0.1958,0.6337,1161,5,0.6180878552971576,0.6124031007751938,0.6218776916451335,0.6181204827716017,0.5980580392948392,0.6385985734249315,0.009474590869939736,0.04054053413009229
755,S778,0.3969,0.0432,0.5599,0.4383,6209,5,0.4167176679014334,0.41472056691898856,0.41923014978257367,0.41677294805540593,0.4092441968304059,0.42388857261333834,0.004509582863585104,0.014644375782932428
756,S779,0.2619,0.3887,0.3494,0.5091,6630,5,0.46395173453996985,0.4591251885369532,0.46998491704374057,0.4640394118465453,0.45667110251826315,0.47172392468243085,0.010859728506787347,0.0150528221641677
757,S78,0.3308,0.6327,0.0365,0.1495,7266,5,0.42386457473162675,0.4176988714560969,0.4269199009083402,0.42389636965663297,0.4172069504040772,0.43040420730033246,0.00922102945224329,0.013197256896255283
758,S780,0.2004,0.5129,0.2867,0.3488,2086,5,0.3689357622243528,0.3609779482262704,0.3763183125599233,0.3689663375330053,0.35770703787681424,0.38081467399550917,0.015340364333652934,0.02310763611869493
759,S781,0.3202,0.4437,0.2361,0.2704,8096,5,0.4359683794466403,0.433300395256917,0.44009387351778656,0.43587833030935974,0.4293960520911967,0.44223458542817506,0.006793478260869568,0.012838533336978375
760,S782,0.1321,0.3984,0.4694,0.6172,8732,5,0.3730416857535502,0.37001832340815394,0.37631699496106275,0.3730910926524071,0.3671092220970421,0.37896699607942874,0.006298671552908808,0.011857773982386632
761,S783,0.2073,0.5182,0.2745,0.3972,2928,5,0.4248633879781421,0.421448087431694,0.4299863387978142,0.42500961777512525,0.415040991758473,0.43557429943231285,0.008538251366120242,0.020533307673839873
762,S784,0.0253,0.4156,0.5591,0.0848,9943,5,0.061691642361460325,0.06034396057527909,0.06507090415367596,0.06170414349311344,0.05936324348032196,0.06384290453947339,0.004726943578396869,0.00447966105915143
763,S785,0.3749,0.0871,0.538,0.9646,5462,5,0.4528377883559136,0.45221530574880997,0.45367997070670085,0.45289694276201087,0.44525784689357994,0.4610300288059884,0.0014646649578908821,0.01577218191240848
764,S786,0.5006,0.0721,0.4273,0.8406,4738,5,0.560363022372309,0.5580413676656817,0.5618404390037991,0.5604166015332849,0.5512295739868521,0.570667519451043,0.00379907133811741,0.019437945464190864
765,S787,0.4001,0.2776,0.3223,0.4614,1470,5,0.5080272108843538,0.49795918367346936,0.5163265306122449,0.5082517223305556,0.49219809328405717,0.5248831092004272,0.01836734693877551,0.032685015916370075
766,S788,0.8291,0.1105,0.0604,0.1785,9856,5,0.8501217532467532,0.8487215909090909,0.8511566558441559,0.850103594558681,0.8418318344116261,0.8588741065544724,0.0024350649350649567,0.01704227214284626
767,S789,0.4633,0.2231,0.3136,0.3503,2638,5,0.530401819560273,0.5227445034116756,0.5348749052312358,0.5305075108870213,0.5179524819442802,0.5424002407597266,0.012130401819560266,0.024447758815446363
768,S79,0.528,0.4262,0.0459,0.445,9379,5,0.7122934214735046,0.7077513594199808,0.7190532039663077,0.7122470873841147,0.7046881323874733,0.7206904902087286,0.011301844546326878,0.016002357821255253
769,S790,0.1577,0.1379,0.7044,0.4221,7476,5,0.21519529159978598,0.21428571428571427,0.2174959871589085,0.21518051646273526,0.21027886120138262,0.21974115924365045,0.0032102728731942254,0.009462298042267836
770,S791,0.0792,0.5245,0.3963,0.1898,5990,5,0.17542570951585976,0.1712854757929883,0.17996661101836395,0.17546553112685526,0.17070060485326022,0.17986632438798322,0.008681135225375641,0.009165719534723005
771,S792,0.4305,0.3315,0.2381,0.6794,2335,5,0.657644539614561,0.6501070663811563,0.6659528907922913,0.6577417968639712,0.6436853852420035,0.6733870116887347,0.015845824411134912,0.029701626446731244
772,S793,0.4224,0.5554,0.0222,0.3101,6462,5,0.590281646549056,0.5861962240792324,0.5954812751470133,0.5903479568940952,0.5810791994189729,0.5983989777846215,0.00928505106778088,0.017319778365648575
773,S794,0.0194,0.4398,0.5408,0.7918,2949,5,0.36534418446931166,0.3628348592743303,0.371990505256019,0.3654064808411747,0.3560066455290828,0.3748400237610142,0.00915564598168872,0.01883337823193143
774,S795,0.3323,0.3299,0.3378,0.4664,5236,5,0.48055767761650114,0.47517188693659285,0.48357524828113063,0.4806413836287332,0.47125529188039295,0.48843469551644825,0.008403361344537785,0.0171794036360553
